elapsed_s,rvl,rrf,rta,rpl,rgl,rhm,rgm,rhl
0.13005005,257,-32,417,283,-592,-191,-1021,-468
0.13055006,257,-33,417,283,-592,-192,-1021,-468
0.13105005,257,-32,417,283,-592,-191,-1021,-467
0.13155006,257,-33,417,283,-592,-192,-1021,-468
0.13205005,257,-33,417,283,-592,-191,-1020,-468
0.13255006,257,-33,417,283,-592,-192,-1021,-468
0.13305005,257,-32,417,283,-592,-191,-1021,-468
0.13355005,257,-32,417,283,-592,-192,-1021,-468
0.13415006,257,-33,418,283,-592,-191,-1021,-468
0.13465005,257,-33,417,283,-592,-191,-1021,-468
0.13515006,257,-33,417,283,-592,-191,-1021,-468
0.13565005,257,-33,417,283,-592,-191,-1021,-468
0.13615006,257,-33,417,283,-592,-191,-1021,-468
0.13665006,257,-32,417,283,-592,-191,-1021,-468
0.13715005,257,-33,417,283,-592,-191,-1021,-467
0.13765006,257,-33,418,282,-592,-191,-1021,-467
0.13815005,257,-32,417,283,-592,-191,-1021,-468
0.13865006,257,-33,417,283,-592,-191,-1021,-468
0.13915005,257,-32,417,283,-592,-191,-1021,-467
0.13965006,257,-32,417,283,-592,-191,-1021,-468
0.14015006,257,-32,417,282,-592,-191,-1020,-467
0.14065005,257,-33,417,283,-592,-191,-1021,-468
0.14115006,257,-33,417,283,-592,-191,-1021,-468
0.14165005,257,-32,417,283,-592,-191,-1021,-468
0.14215006,257,-33,417,283,-592,-191,-1021,-468
0.14265005,256,-32,417,283,-592,-191,-1021,-468
0.14315006,257,-32,417,283,-592,-191,-1021,-468
0.14365005,256,-32,417,283,-592,-191,-1021,-468
0.14415005,257,-32,417,283,-592,-190,-1021,-468
0.14465006,257,-32,417,283,-592,-191,-1021,-468
0.14515005,257,-32,417,283,-591,-191,-1021,-468
0.14565006,257,-32,417,283,-592,-191,-1021,-468
0.14615005,257,-32,417,283,-592,-191,-1021,-468
0.14665006,257,-32,417,283,-592,-191,-1021,-467
0.14715005,257,-33,418,283,-592,-191,-1021,-467
0.14765005,257,-32,418,283,-592,-191,-1020,-468
0.14815006,257,-32,418,283,-592,-191,-1021,-467
0.14865005,257,-33,418,283,-592,-191,-1021,-468
0.14915006,257,-33,417,283,-592,-191,-1021,-468
