elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
96.85305,1360,-887,-88,86,104,-175,229,-143
96.853546,1359,-887,-89,86,104,-176,229,-144
96.85405,1359,-888,-88,86,104,-175,229,-133
96.85455,1359,-887,-88,86,104,-173,229,-105
96.85505,1359,-887,-89,86,105,-174,229,-107
96.85555,1359,-887,-89,87,104,-174,229,-110
96.85605,1359,-887,-89,87,103,-176,229,-130
96.85655,1359,-887,-89,86,104,-178,229,-152
96.85715,1359,-887,-89,87,104,-178,229,-155
96.85765,1359,-887,-89,85,105,-179,229,-152
96.85815,1359,-887,-88,85,105,-179,229,-146
96.85865,1359,-887,-88,85,104,-179,229,-144
96.859146,1359,-887,-88,85,105,-180,229,-143
96.85965,1359,-887,-88,85,105,-180,229,-142
96.86015,1360,-887,-88,86,105,-180,229,-144
96.86065,1359,-887,-88,86,104,-181,229,-144
96.86115,1359,-887,-88,85,105,-180,229,-140
96.86165,1359,-887,-88,86,104,-181,229,-139
96.86215,1359,-887,-88,86,105,-181,229,-142
96.86265,1359,-887,-88,86,105,-182,229,-142
96.86315,1359,-887,-88,86,104,-182,229,-142
96.86365,1360,-887,-88,86,104,-182,229,-145
96.86415,1359,-887,-87,86,104,-182,229,-138
96.86465,1359,-887,-87,86,104,-179,229,-109
96.86515,1359,-887,-87,86,104,-179,229,-106
96.86565,1359,-887,-87,85,105,-179,229,-108
96.86615,1359,-887,-87,85,104,-181,229,-127
96.86665,1359,-887,-87,86,105,-183,229,-148
96.86715,1359,-887,-87,86,105,-183,229,-152
96.86765,1359,-887,-87,86,104,-183,229,-153
96.86815,1359,-887,-88,86,104,-183,229,-150
96.86865,1359,-887,-88,86,104,-183,229,-143
96.86915,1359,-887,-89,86,104,-182,229,-139
96.86965,1359,-887,-88,86,105,-183,229,-137
96.87015,1359,-887,-89,86,104,-183,229,-136
96.87065,1359,-887,-89,86,104,-182,229,-136
96.87115,1359,-887,-88,86,103,-182,229,-137
96.87165,1359,-887,-89,86,104,-182,229,-137
96.87215,1359,-887,-88,86,104,-182,229,-136
96.87265,1359,-887,-88,86,104,-182,229,-136
96.873146,1359,-887,-88,86,104,-182,229,-136
96.87365,1359,-886,-88,86,104,-182,229,-137
96.87415,1359,-887,-87,86,105,-180,229,-125
96.87465,1359,-887,-87,86,105,-178,229,-98
96.87515,1359,-887,-87,86,104,-178,229,-102
96.87565,1359,-887,-87,85,104,-178,230,-108
96.87615,1359,-887,-87,86,104,-180,229,-130
