elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
0.13164987,1390,-917,-133,100,132,-119,351,-145
0.13214988,1390,-917,-133,100,133,-118,351,-140
0.13264987,1390,-917,-133,99,133,-119,351,-138
0.13314986,1390,-917,-133,99,133,-119,350,-138
0.13364987,1390,-917,-133,99,133,-119,351,-138
0.13414986,1390,-917,-133,99,133,-119,351,-140
0.13464987,1390,-917,-133,100,133,-118,351,-130
0.13514987,1390,-917,-133,99,133,-115,351,-104
0.13564987,1390,-917,-132,99,133,-116,350,-106
0.13614987,1390,-917,-132,99,133,-116,351,-113
0.13664986,1391,-917,-132,99,134,-118,350,-134
0.13714987,1390,-917,-133,100,133,-120,351,-160
0.13764986,1390,-917,-134,99,133,-121,351,-167
0.13814987,1390,-917,-133,100,133,-121,350,-164
0.13864987,1390,-917,-134,100,133,-121,351,-162
0.13914987,1390,-917,-134,100,132,-120,351,-158
0.13964987,1390,-917,-134,100,132,-121,350,-154
0.14014986,1390,-917,-133,100,132,-120,350,-150
0.14064987,1390,-917,-133,100,132,-120,351,-146
0.14114986,1390,-917,-133,99,132,-120,350,-143
0.14164987,1390,-917,-133,100,133,-120,350,-137
0.14214987,1390,-917,-133,99,133,-119,351,-135
0.14264987,1390,-917,-133,100,133,-119,350,-134
0.14314987,1390,-917,-133,100,133,-119,351,-137
0.14364988,1390,-917,-133,99,133,-120,351,-140
0.14414987,1390,-917,-133,100,133,-120,350,-141
0.14464986,1390,-917,-133,99,133,-119,350,-130
0.14514987,1390,-917,-133,99,134,-116,350,-104
0.14564987,1390,-917,-133,99,133,-116,350,-105
0.14614987,1390,-917,-133,99,133,-117,350,-115
0.14664987,1390,-917,-133,100,133,-119,350,-137
0.14714988,1390,-917,-133,99,133,-121,350,-159
0.14764987,1390,-917,-133,100,133,-121,350,-166
0.14814986,1390,-917,-133,100,132,-121,351,-163
0.14864987,1391,-917,-133,100,132,-121,351,-156
0.14914986,1391,-917,-133,99,133,-120,351,-150
0.14964987,1391,-917,-133,100,132,-120,350,-153
