elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
87.3121,-168,289,616,-216,-47,-3570,5212,-272
87.3126,-168,290,616,-217,-47,-3570,5212,-272
87.3131,-168,290,616,-216,-48,-3570,5212,-272
87.3136,-168,290,617,-217,-47,-3570,5212,-272
87.3141,-168,289,617,-216,-48,-3570,5212,-272
87.3146,-168,290,618,-216,-48,-3570,5211,-271
87.3151,-168,289,617,-217,-47,-3570,5212,-272
87.3156,-168,290,617,-217,-47,-3570,5212,-272
87.3161,-168,289,617,-217,-48,-3570,5212,-272
87.3166,-168,289,616,-217,-48,-3570,5212,-272
87.3171,-168,289,617,-216,-47,-3570,5212,-272
87.3176,-168,289,617,-216,-47,-3570,5212,-272
87.3181,-168,290,617,-217,-47,-3570,5212,-272
87.3186,-168,289,617,-216,-47,-3570,5212,-272
87.3191,-168,289,618,-217,-47,-3570,5212,-272
87.3196,-168,289,617,-217,-47,-3570,5212,-272
87.3201,-168,290,617,-217,-48,-3570,5212,-272
87.3206,-168,289,617,-217,-47,-3570,5212,-272
87.3211,-167,289,617,-216,-47,-3570,5212,-272
87.3216,-168,289,617,-216,-47,-3570,5212,-272
87.3221,-168,289,616,-216,-47,-3570,5212,-272
87.3226,-168,289,617,-217,-47,-3570,5212,-272
87.3231,-168,289,616,-217,-47,-3570,5212,-272
87.3236,-168,289,617,-217,-47,-3571,5212,-272
87.3241,-168,290,617,-216,-48,-3570,5212,-272
87.3246,-168,290,617,-216,-48,-3570,5211,-272
87.3251,-168,290,617,-217,-47,-3570,5212,-272
87.3256,-168,289,617,-217,-47,-3571,5211,-272
87.3261,-168,290,617,-217,-47,-3570,5212,-272
87.3266,-168,289,617,-216,-47,-3570,5212,-272
87.3271,-168,289,617,-217,-47,-3570,5212,-272
87.3276,-168,289,617,-217,-47,-3570,5212,-273
87.3281,-168,289,616,-217,-47,-3570,5212,-272
87.3286,-168,289,617,-217,-47,-3570,5212,-272
87.3291,-168,289,616,-218,-47,-3570,5212,-272
87.3296,-168,289,616,-217,-48,-3570,5212,-272
87.3301,-168,289,615,-217,-48,-3570,5212,-272
87.3306,-168,289,616,-217,-47,-3570,5212,-272
87.3311,-168,289,617,-217,-48,-3571,5212,-273
87.3317,-168,289,618,-217,-47,-3571,5212,-272
87.3322,-168,289,618,-217,-47,-3571,5212,-272
87.3327,-168,289,618,-217,-48,-3571,5212,-272
87.3332,-168,289,618,-216,-47,-3571,5212,-272
87.3337,-168,289,617,-216,-47,-3571,5212,-273
87.3342,-167,289,617,-215,-48,-3571,5212,-273
87.3347,-168,289,617,-216,-47,-3571,5211,-272
87.3352,-168,289,617,-217,-48,-3571,5212,-273
87.3357,-168,289,617,-217,-48,-3571,5212,-272
87.3362,-168,290,617,-217,-47,-3571,5212,-273
87.3367,-168,289,617,-217,-48,-3570,5212,-272
87.3372,-168,289,617,-217,-47,-3571,5212,-273
87.3377,-168,289,617,-216,-47,-3571,5212,-272
87.3382,-168,289,617,-216,-47,-3570,5212,-273
