elapsed_s,rvl,rrf,rta,rpl,rgl,rhm,rgm,rhl
398.42072,-151,-292,-1913,1187,-688,-83,-9065,-148
398.4212,-154,-292,-1913,1188,-687,-82,-9065,-148
398.4217,-156,-292,-1913,1188,-687,-83,-9065,-147
398.4222,-156,-292,-1913,1188,-687,-83,-9065,-148
398.4227,-164,-292,-1913,1188,-687,-83,-9064,-148
398.4232,-206,-291,-1913,1187,-688,-83,-9064,-148
398.4237,-209,-292,-1914,1187,-688,-83,-9064,-148
398.4242,-196,-292,-1913,1187,-687,-83,-9065,-148
398.4247,-170,-292,-1913,1187,-688,-82,-9065,-148
398.4252,-132,-292,-1913,1187,-687,-83,-9065,-148
398.4257,-120,-292,-1913,1187,-687,-83,-9065,-148
398.4262,-119,-292,-1913,1188,-687,-82,-9065,-148
398.4267,-124,-291,-1913,1187,-687,-82,-9065,-148
398.4272,-131,-291,-1913,1188,-687,-83,-9065,-148
398.4277,-138,-292,-1913,1188,-687,-83,-9065,-148
398.4282,-142,-292,-1913,1188,-687,-82,-9065,-148
398.4287,-146,-292,-1913,1188,-687,-82,-9064,-148
398.4292,-147,-292,-1913,1187,-687,-82,-9065,-148
398.4297,-145,-292,-1913,1187,-687,-83,-9065,-148
398.4302,-150,-292,-1913,1187,-687,-83,-9065,-148
398.4307,-152,-292,-1913,1188,-687,-82,-9065,-148
398.4312,-154,-292,-1913,1187,-687,-83,-9065,-148
398.4317,-157,-292,-1913,1187,-687,-83,-9065,-148
398.4322,-156,-292,-1913,1187,-687,-83,-9065,-148
398.4328,-166,-292,-1913,1187,-687,-83,-9065,-148
398.4333,-207,-292,-1913,1187,-687,-83,-9064,-148
398.4338,-209,-292,-1913,1187,-687,-83,-9064,-148
398.4343,-194,-292,-1913,1187,-687,-82,-9064,-148
398.4348,-168,-292,-1913,1187,-688,-83,-9065,-148
398.4353,-135,-292,-1913,1187,-688,-82,-9065,-147
398.4358,-125,-292,-1913,1187,-687,-83,-9065,-148
398.4363,-127,-292,-1914,1187,-687,-83,-9065,-148
398.4368,-128,-292,-1913,1187,-688,-82,-9065,-148
398.4373,-129,-292,-1913,1187,-687,-83,-9065,-148
398.4378,-134,-292,-1913,1187,-687,-82,-9065,-148
398.4383,-139,-292,-1913,1187,-687,-82,-9065,-148
398.4388,-138,-292,-1913,1187,-688,-82,-9065,-148
398.4393,-139,-292,-1913,1187,-687,-82,-9065,-148
398.4398,-140,-292,-1913,1188,-687,-82,-9065,-148
398.4403,-145,-292,-1913,1188,-687,-82,-9064,-148
