elapsed_s,rvl,rrf,rta,rpl,rgl,rhm,rgm,rhl
3.8267498,177,-154,-1387,1180,-542,-360,-7721,-412
3.8272498,177,-154,-1387,1180,-542,-360,-7721,-412
3.82775,177,-154,-1387,1181,-543,-360,-7722,-412
3.82825,176,-154,-1387,1180,-542,-360,-7721,-412
3.82875,177,-155,-1387,1180,-542,-360,-7720,-412
3.8292499,177,-154,-1387,1180,-542,-360,-7719,-412
3.8297498,177,-154,-1387,1180,-543,-359,-7718,-412
3.8302498,177,-154,-1387,1180,-542,-360,-7719,-411
3.8307498,177,-154,-1387,1180,-542,-359,-7719,-411
3.83125,177,-154,-1387,1180,-541,-359,-7719,-412
3.83175,177,-154,-1387,1180,-543,-359,-7719,-412
3.8322499,177,-154,-1387,1180,-543,-359,-7720,-412
3.8327498,177,-154,-1387,1180,-542,-359,-7720,-412
3.8332498,177,-154,-1387,1181,-542,-360,-7720,-412
3.8337498,177,-154,-1387,1181,-542,-361,-7720,-412
3.83425,176,-155,-1387,1180,-542,-361,-7720,-412
3.83475,177,-154,-1387,1180,-543,-361,-7719,-412
3.83525,177,-154,-1387,1180,-542,-361,-7719,-412
3.8357499,177,-155,-1387,1180,-543,-361,-7719,-412
3.8362498,177,-154,-1387,1181,-543,-360,-7719,-412
3.8367498,177,-155,-1387,1181,-542,-360,-7719,-412
3.8372498,177,-155,-1387,1181,-543,-360,-7720,-413
3.83775,177,-155,-1387,1180,-543,-360,-7720,-412
3.83825,177,-155,-1387,1180,-543,-360,-7719,-412
3.83875,177,-155,-1387,1180,-543,-360,-7720,-412
3.8392498,177,-154,-1387,1180,-543,-360,-7719,-412
3.8397498,177,-155,-1387,1180,-542,-360,-7719,-412
3.8402498,177,-155,-1387,1180,-542,-360,-7719,-412
3.84075,177,-155,-1387,1180,-542,-360,-7720,-412
3.84125,177,-154,-1387,1180,-542,-360,-7719,-412
3.84175,177,-154,-1387,1180,-543,-360,-7720,-412
3.8422499,177,-154,-1387,1180,-543,-360,-7720,-412
3.8427498,177,-154,-1387,1180,-543,-360,-7720,-412
3.8432498,177,-155,-1387,1180,-543,-360,-7720,-412
3.8437498,177,-154,-1387,1181,-543,-360,-7720,-412
3.84425,177,-155,-1387,1180,-543,-360,-7720,-412
3.84475,177,-154,-1387,1180,-543,-359,-7720,-412
3.84525,177,-154,-1387,1180,-542,-360,-7720,-412
3.8457499,177,-154,-1387,1181,-543,-360,-7720,-412
3.8462498,177,-154,-1387,1180,-542,-360,-7720,-412
3.8467498,177,-154,-1387,1180,-542,-360,-7720,-412
3.8472497,177,-154,-1387,1180,-543,-360,-7720,-412
3.84775,177,-154,-1386,1181,-543,-360,-7720,-412
3.84825,177,-154,-1387,1180,-543,-360,-7719,-412
3.8487499,177,-154,-1387,1180,-543,-360,-7719,-412
3.8492498,177,-154,-1387,1180,-543,-360,-7720,-412
3.8497498,177,-155,-1387,1180,-542,-360,-7720,-412
3.8502498,177,-154,-1387,1180,-542,-360,-7720,-412
3.85075,177,-154,-1387,1181,-542,-360,-7720,-412
3.85125,177,-155,-1387,1180,-542,-360,-7719,-413
3.85175,177,-155,-1387,1180,-542,-360,-7719,-412
3.8522499,177,-155,-1387,1180,-542,-360,-7719,-412
3.8527498,177,-155,-1387,1180,-543,-360,-7720,-412
3.8532498,177,-155,-1387,1180,-542,-360,-7720,-412
3.8537498,177,-154,-1387,1180,-543,-360,-7720,-412
3.85425,177,-154,-1387,1180,-543,-360,-7720,-412
3.85475,177,-154,-1387,1180,-543,-360,-7720,-412
3.85525,177,-155,-1387,1180,-543,-360,-7720,-412
3.8557498,177,-155,-1387,1180,-543,-360,-7720,-412
3.8562498,177,-155,-1387,1180,-544,-360,-7720,-412
3.8567498,177,-154,-1387,1181,-544,-360,-7720,-412
3.85725,177,-154,-1387,1180,-543,-360,-7720,-412
3.85775,177,-154,-1387,1180,-542,-360,-7720,-412
3.85825,176,-154,-1387,1180,-542,-360,-7719,-412
3.8587499,177,-155,-1387,1180,-541,-360,-7719,-412
3.8592498,177,-154,-1387,1180,-541,-360,-7720,-412
3.8597498,177,-154,-1387,1180,-542,-360,-7720,-412
3.8602498,177,-155,-1388,1180,-542,-360,-7720,-412
3.86075,177,-154,-1387,1180,-542,-360,-7720,-412
3.86125,177,-154,-1387,1180,-543,-360,-7720,-412
3.86175,177,-155,-1387,1180,-543,-360,-7720,-411
3.8622499,177,-155,-1387,1180,-542,-360,-7720,-412
3.8627498,177,-155,-1387,1180,-542,-360,-7720,-412
3.8632498,177,-155,-1387,1181,-543,-360,-7720,-412
3.8637497,177,-154,-1387,1180,-542,-360,-7720,-412
3.86425,177,-155,-1387,1180,-543,-360,-7720,-412
3.86475,177,-155,-1387,1181,-542,-360,-7720,-412
3.8652499,177,-154,-1387,1180,-542,-360,-7720,-412
3.8657498,177,-155,-1387,1180,-543,-360,-7720,-412
3.8662498,177,-154,-1387,1180,-542,-360,-7720,-412
3.8667498,177,-154,-1387,1180,-543,-360,-7720,-412
3.86725,177,-154,-1387,1181,-542,-360,-7720,-412
3.86775,177,-154,-1387,1180,-543,-360,-7720,-412
3.86825,177,-155,-1387,1181,-543,-360,-7719,-412
3.8687499,177,-154,-1387,1180,-542,-359,-7720,-412
3.8692498,177,-154,-1387,1180,-542,-360,-7720,-412
3.8697498,177,-155,-1387,1180,-543,-360,-7720,-412
3.8702497,177,-155,-1387,1180,-543,-360,-7721,-412
3.87075,177,-154,-1387,1180,-544,-360,-7720,-412
3.87125,177,-154,-1387,1181,-543,-360,-7720,-412
3.8717499,177,-154,-1388,1180,-543,-360,-7720,-412
3.8722498,177,-154,-1387,1180,-543,-360,-7720,-412
3.8727498,176,-154,-1388,1180,-542,-360,-7720,-412
3.8732498,176,-154,-1387,1180,-542,-360,-7720,-412
3.87375,177,-154,-1387,1180,-542,-360,-7720,-412
3.87425,177,-154,-1387,1181,-543,-360,-7720,-412
3.87475,177,-155,-1387,1181,-542,-360,-7720,-412
3.8752499,177,-155,-1387,1181,-542,-360,-7720,-412
3.8757498,177,-155,-1387,1180,-542,-360,-7720,-412
3.8762498,177,-155,-1387,1180,-542,-360,-7720,-412
3.8767498,177,-155,-1387,1181,-542,-360,-7720,-412
3.87725,177,-154,-1387,1181,-542,-360,-7720,-412
3.87775,177,-154,-1387,1180,-542,-360,-7720,-412
3.87825,177,-154,-1387,1180,-543,-360,-7720,-412
3.8787498,177,-155,-1387,1180,-542,-360,-7720,-412
3.8792498,177,-155,-1387,1180,-542,-360,-7720,-412
3.8797498,177,-155,-1387,1180,-542,-360,-7720,-412
3.88025,177,-155,-1387,1180,-543,-360,-7720,-412
3.88075,177,-155,-1387,1181,-542,-360,-7720,-412
3.88125,177,-155,-1387,1180,-543,-360,-7720,-412
3.8817499,178,-155,-1387,1180,-543,-360,-7720,-412
3.8822498,177,-155,-1387,1181,-542,-360,-7720,-412
3.8827498,178,-155,-1387,1181,-543,-360,-7720,-412
3.8832498,177,-155,-1387,1180,-543,-360,-7720,-412
3.88375,177,-154,-1387,1180,-542,-360,-7719,-412
3.88425,177,-155,-1387,1181,-543,-360,-7720,-412
3.88475,177,-155,-1388,1181,-542,-360,-7720,-412
3.8852499,178,-155,-1387,1181,-543,-360,-7719,-412
3.8857498,177,-155,-1387,1181,-543,-360,-7720,-412
3.8862498,177,-155,-1387,1181,-543,-360,-7719,-412
3.8867497,177,-155,-1387,1181,-543,-361,-7719,-412
3.88725,178,-155,-1387,1181,-543,-360,-7719,-412
3.88775,177,-155,-1387,1181,-543,-360,-7719,-412
3.8882499,177,-154,-1387,1180,-542,-360,-7719,-412
3.8887498,177,-155,-1387,1180,-543,-360,-7720,-412
3.8892498,177,-155,-1387,1180,-542,-360,-7720,-412
3.8897498,177,-155,-1387,1181,-543,-360,-7720,-412
3.89025,177,-155,-1387,1181,-543,-360,-7720,-412
3.89075,177,-154,-1387,1181,-543,-360,-7720,-412
3.89125,177,-155,-1387,1180,-543,-360,-7720,-412
3.8917499,177,-155,-1387,1181,-543,-360,-7720,-412
3.8922498,177,-155,-1387,1180,-543,-360,-7720,-412
3.8927498,177,-154,-1387,1181,-543,-360,-7720,-412
3.8932498,177,-155,-1387,1180,-543,-360,-7720,-412
3.89375,177,-154,-1388,1180,-543,-360,-7720,-412
3.89425,177,-155,-1387,1180,-543,-360,-7720,-412
3.8947499,177,-155,-1388,1181,-543,-360,-7720,-412
3.8952498,177,-154,-1387,1180,-543,-360,-7720,-412
3.8957498,177,-155,-1388,1181,-542,-360,-7720,-412
3.8962498,177,-155,-1387,1180,-543,-359,-7720,-412
3.89675,177,-155,-1388,1181,-543,-359,-7720,-412
