elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
0.12664984,1103,-2342,-111,989,-1016,-586,759,612
0.12714984,1103,-2342,-111,989,-1015,-585,759,612
0.12764983,1103,-2341,-111,990,-1015,-586,760,612
0.12814984,1103,-2342,-111,989,-1015,-586,759,612
0.12864983,1103,-2342,-111,989,-1015,-585,759,612
0.12914984,1103,-2341,-111,989,-1015,-585,759,612
0.12964983,1103,-2342,-111,989,-1015,-585,759,612
0.13014984,1103,-2341,-111,989,-1015,-586,759,612
0.13064983,1103,-2341,-111,989,-1015,-586,759,612
0.13114983,1103,-2342,-111,989,-1015,-586,759,612
0.13164984,1103,-2341,-111,990,-1015,-586,759,612
0.13214983,1104,-2342,-111,990,-1015,-586,759,612
0.13264984,1103,-2342,-111,989,-1015,-586,759,611
0.13314983,1104,-2342,-111,989,-1015,-586,759,612
0.13364984,1103,-2342,-111,989,-1015,-586,759,612
0.13414983,1104,-2342,-111,990,-1015,-586,759,612
0.13464983,1104,-2342,-111,989,-1015,-586,759,612
0.13514984,1104,-2342,-111,989,-1015,-586,759,612
0.13564983,1104,-2342,-111,989,-1015,-586,759,612
0.13614984,1104,-2343,-111,989,-1015,-586,759,612
0.13664983,1104,-2343,-111,990,-1015,-586,759,611
0.13714984,1104,-2342,-111,990,-1015,-586,760,612
0.13764983,1103,-2342,-111,990,-1015,-586,759,612
0.13814983,1103,-2341,-112,990,-1015,-586,759,612
0.13864984,1102,-2341,-111,989,-1015,-586,759,612
0.13914983,1102,-2341,-111,990,-1015,-586,759,612
0.13964984,1102,-2341,-111,989,-1015,-586,759,611
0.14014983,1103,-2342,-111,989,-1015,-586,759,611
0.14064984,1103,-2342,-111,990,-1014,-586,759,611
0.14114983,1104,-2342,-111,989,-1015,-586,759,611
0.14164983,1104,-2342,-111,989,-1015,-586,759,612
0.14214984,1104,-2342,-112,990,-1015,-586,759,612
0.14264983,1104,-2342,-111,989,-1015,-586,759,612
0.14314984,1104,-2342,-111,989,-1015,-586,759,612
0.14364983,1103,-2342,-112,989,-1015,-586,759,612
0.14414984,1104,-2343,-111,989,-1015,-586,759,612
0.14464983,1103,-2342,-111,990,-1015,-586,759,611
0.14514983,1103,-2343,-111,990,-1015,-586,759,612
0.14564984,1103,-2342,-111,989,-1015,-586,759,612
0.14614983,1103,-2342,-111,990,-1016,-586,759,612
0.14664984,1103,-2342,-111,989,-1015,-586,759,612
0.14714983,1103,-2342,-111,990,-1016,-586,759,612
0.14764984,1102,-2342,-111,990,-1015,-586,759,612
0.14814983,1102,-2342,-112,990,-1015,-586,759,612
0.14864984,1103,-2342,-111,990,-1015,-586,759,612
0.14914984,1103,-2342,-112,990,-1016,-586,760,612
0.14964983,1103,-2342,-112,990,-1015,-586,760,612
0.15014984,1103,-2341,-111,990,-1015,-586,759,612
0.15064983,1102,-2341,-112,989,-1015,-586,759,612
0.15114984,1102,-2342,-112,990,-1015,-586,759,612
0.15164983,1103,-2343,-111,990,-1015,-586,759,612
0.15214984,1104,-2344,-111,990,-1015,-586,759,612
0.15264983,1105,-2344,-111,990,-1015,-586,759,612
0.15314983,1104,-2344,-111,990,-1015,-586,759,612
0.15364984,1104,-2343,-111,989,-1015,-586,759,612
0.15414983,1104,-2343,-111,988,-1015,-586,758,612
0.15464984,1104,-2343,-111,989,-1014,-586,759,612
0.15514983,1103,-2342,-111,989,-1015,-586,759,612
0.15564984,1103,-2342,-111,989,-1015,-586,759,612
0.15614983,1103,-2341,-111,989,-1015,-586,758,612
0.15664983,1103,-2341,-111,990,-1015,-586,759,612
0.15724984,1103,-2340,-111,990,-1015,-586,758,612
0.15774983,1102,-2340,-111,990,-1015,-586,759,612
0.15824984,1102,-2340,-111,990,-1015,-586,758,612
0.15874983,1102,-2341,-111,990,-1015,-586,759,612
