elapsed_s,rvl,rrf,rta,rpl,rgl,rhm,rgm,rhl
0.17905003,-284,-61,1112,850,1114,-291,-1442,-20
0.17955004,-284,-61,1112,850,1114,-291,-1443,-21
0.18005003,-284,-61,1113,850,1114,-291,-1442,-21
0.18055002,-284,-61,1112,850,1115,-291,-1443,-21
0.18105003,-284,-61,1112,850,1114,-291,-1442,-21
0.18155003,-284,-61,1112,851,1114,-291,-1442,-22
0.18205003,-284,-61,1112,851,1114,-291,-1442,-21
0.18255003,-284,-61,1113,851,1114,-291,-1442,-22
0.18305004,-284,-61,1112,850,1114,-291,-1442,-22
0.18355003,-284,-61,1112,851,1114,-292,-1443,-22
0.18405002,-284,-61,1112,851,1114,-291,-1443,-21
0.18455003,-284,-61,1111,851,1115,-292,-1443,-21
0.18505003,-284,-61,1110,851,1114,-292,-1443,-22
0.18555003,-284,-61,1111,851,1114,-292,-1443,-22
0.18605003,-284,-61,1111,851,1114,-291,-1442,-21
0.18655004,-284,-61,1111,851,1114,-292,-1442,-21
0.18705003,-284,-61,1111,851,1114,-292,-1443,-22
0.18755002,-284,-61,1111,851,1114,-291,-1442,-22
0.18805003,-283,-61,1111,850,1114,-292,-1443,-22
0.18855003,-284,-61,1111,851,1114,-292,-1443,-22
0.18905003,-284,-61,1111,850,1114,-292,-1442,-22
0.18955003,-284,-61,1111,851,1114,-292,-1442,-22
0.19005004,-284,-61,1111,851,1114,-292,-1443,-22
0.19055003,-284,-61,1111,851,1114,-292,-1442,-22
0.19105002,-283,-61,1111,851,1114,-292,-1442,-22
0.19155003,-284,-61,1111,850,1114,-292,-1443,-22
0.19205002,-284,-61,1111,850,1114,-292,-1442,-22
0.19255003,-284,-61,1112,850,1114,-292,-1443,-22
0.19305003,-284,-60,1112,850,1114,-292,-1443,-22
0.19355004,-283,-61,1112,850,1114,-292,-1442,-22
0.19405003,-283,-61,1112,850,1114,-292,-1443,-22
0.19455002,-284,-61,1112,850,1114,-292,-1443,-22
0.19505003,-284,-61,1111,850,1115,-292,-1443,-22
0.19555002,-284,-61,1112,850,1114,-292,-1443,-22
0.19605003,-284,-61,1112,850,1114,-292,-1443,-22
0.19655003,-283,-61,1112,851,1114,-292,-1443,-22
0.19705003,-284,-61,1112,850,1114,-292,-1443,-22
0.19755003,-284,-61,1112,851,1114,-292,-1443,-22
0.19805004,-284,-61,1111,851,1114,-292,-1443,-22
0.19855003,-283,-61,1111,851,1114,-292,-1442,-22
0.19905002,-284,-61,1111,852,1114,-292,-1442,-22
0.19955003,-283,-61,1111,852,1114,-292,-1442,-22
0.20005003,-284,-61,1111,852,1114,-292,-1442,-22
0.20055003,-283,-61,1111,852,1113,-292,-1442,-22
0.20105003,-283,-61,1111,852,1114,-292,-1442,-22
0.20155004,-283,-61,1111,851,1114,-292,-1443,-22
0.20205003,-283,-61,1112,850,1114,-292,-1442,-22
0.20255002,-283,-61,1111,850,1114,-292,-1443,-22
0.20305003,-283,-61,1112,851,1114,-292,-1442,-22
0.20355003,-283,-61,1112,851,1114,-292,-1443,-22
0.20405003,-284,-61,1111,851,1114,-292,-1443,-22
0.20465003,-284,-61,1111,851,1114,-292,-1442,-22
0.20515002,-284,-61,1111,851,1114,-292,-1443,-22
0.20565003,-284,-61,1112,851,1114,-292,-1442,-22
0.20615003,-283,-61,1112,851,1114,-292,-1443,-22
0.20665003,-283,-61,1112,851,1114,-292,-1442,-22
0.20715003,-283,-61,1112,851,1114,-292,-1443,-22
0.20765004,-283,-61,1111,851,1114,-292,-1442,-22
0.20815003,-284,-61,1111,850,1114,-292,-1443,-22
0.20865002,-284,-61,1111,850,1114,-292,-1442,-22
0.20915003,-283,-61,1112,849,1114,-292,-1443,-22
0.20965002,-284,-61,1112,850,1114,-292,-1442,-22
0.21015003,-283,-61,1111,850,1114,-292,-1443,-22
0.21065003,-284,-61,1111,850,1114,-292,-1443,-22
