elapsed_s,rvl,rrf,rta,rpl,rgl,rhm,rgm,rhl
87.93575,-304,90,1155,659,817,-320,-1439,-104
87.93625,-305,90,1155,659,817,-320,-1440,-104
87.93675,-304,90,1155,658,817,-319,-1439,-104
87.93725,-305,90,1155,658,817,-319,-1440,-104
87.93775,-304,90,1155,658,817,-318,-1440,-103
87.93825,-304,89,1155,658,818,-318,-1440,-104
87.93875,-304,89,1155,658,818,-318,-1440,-104
87.93925,-304,89,1155,657,817,-319,-1440,-104
87.93975,-304,88,1155,657,817,-318,-1439,-104
87.94025,-304,88,1155,657,817,-318,-1440,-104
87.94075,-304,88,1155,657,817,-318,-1440,-104
87.94125,-304,88,1155,657,817,-318,-1440,-103
87.94175,-304,88,1155,657,818,-318,-1439,-104
87.94225,-303,87,1155,657,818,-318,-1440,-104
87.94275,-304,88,1155,657,817,-318,-1439,-104
87.94325,-303,87,1155,658,818,-318,-1440,-103
87.94375,-303,87,1155,658,818,-318,-1440,-104
87.94425,-304,87,1155,658,818,-318,-1440,-104
87.94475,-303,86,1155,658,817,-318,-1439,-104
87.94525,-303,86,1155,658,817,-318,-1439,-104
87.94575,-303,86,1155,658,817,-318,-1439,-104
87.94625,-303,86,1155,658,817,-318,-1439,-104
87.94675,-303,86,1155,657,817,-318,-1440,-104
87.94725,-303,86,1155,657,817,-318,-1440,-104
87.94775,-303,86,1155,658,817,-317,-1439,-104
87.94825,-303,86,1156,658,818,-317,-1439,-103
87.94875,-303,85,1155,658,817,-317,-1439,-103
87.94925,-303,86,1155,657,818,-317,-1440,-103
87.94975,-303,85,1155,658,818,-318,-1440,-103
87.95025,-303,85,1155,658,818,-318,-1439,-104
87.95075,-302,85,1156,658,817,-318,-1440,-103
87.95125,-303,85,1156,657,817,-318,-1440,-103
87.95175,-303,85,1156,657,818,-318,-1440,-103
87.95225,-302,85,1156,658,817,-318,-1440,-104
87.95275,-302,85,1156,658,817,-318,-1440,-104
87.95325,-302,85,1155,658,817,-318,-1440,-104
87.95375,-302,84,1155,658,817,-319,-1440,-104
87.95425,-302,84,1155,658,817,-319,-1440,-104
87.95475,-301,84,1155,658,817,-318,-1440,-104
87.95525,-302,84,1156,658,817,-318,-1439,-104
87.95575,-301,84,1155,658,817,-318,-1440,-104
87.95625,-301,83,1156,658,817,-318,-1440,-103
87.95675,-301,83,1156,657,817,-318,-1439,-103
87.95725,-301,83,1156,658,817,-317,-1439,-103
87.95775,-302,84,1156,658,817,-317,-1439,-103
87.95825,-302,84,1155,658,817,-317,-1440,-103
87.95875,-302,84,1155,658,817,-318,-1440,-103
87.95925,-302,84,1155,658,817,-318,-1440,-103
87.95975,-302,84,1155,658,817,-318,-1440,-103
87.96025,-302,84,1155,658,817,-318,-1439,-103
87.96075,-302,83,1156,658,817,-318,-1439,-104
87.96125,-301,83,1156,658,817,-318,-1440,-104
87.96175,-301,83,1155,659,817,-319,-1440,-104
87.96225,-301,83,1155,658,817,-319,-1439,-104
87.96275,-302,83,1155,658,817,-319,-1439,-104
87.96325,-301,83,1155,658,817,-319,-1440,-104
87.96375,-302,83,1155,658,818,-318,-1440,-104
87.96425,-302,83,1155,658,817,-318,-1440,-103
87.96475,-301,83,1155,658,817,-318,-1439,-104
87.96525,-301,82,1156,658,817,-318,-1440,-103
87.96575,-301,82,1156,658,817,-317,-1440,-103
87.96625,-301,82,1156,658,818,-318,-1439,-104
87.96675,-300,82,1156,658,817,-318,-1440,-103
87.96725,-301,82,1156,658,817,-318,-1439,-103
87.96775,-300,82,1156,658,817,-319,-1439,-103
87.96825,-301,82,1156,658,817,-319,-1439,-103
87.96875,-301,81,1155,658,817,-320,-1440,-104
87.96925,-300,81,1155,658,817,-319,-1440,-105
87.96975,-301,81,1155,658,817,-319,-1440,-104
87.97025,-300,81,1155,658,817,-319,-1440,-104
87.97075,-301,81,1155,658,817,-318,-1440,-104
87.97125,-301,81,1155,658,817,-318,-1440,-104
87.97175,-301,81,1155,658,817,-318,-1440,-104
87.97225,-301,81,1155,658,817,-318,-1439,-104
87.97275,-300,80,1155,658,818,-318,-1440,-104
87.97325,-300,81,1155,658,817,-318,-1440,-104
87.97375,-300,80,1156,658,818,-319,-1440,-103
87.97425,-300,80,1156,658,817,-318,-1440,-104
87.97475,-300,81,1156,657,818,-318,-1440,-103
87.97525,-300,80,1156,658,817,-318,-1440,-104
87.97575,-300,81,1156,657,817,-319,-1439,-104
87.97625,-300,81,1156,658,817,-319,-1440,-104
87.97675,-300,81,1156,658,817,-318,-1439,-103
87.97725,-300,81,1156,658,817,-318,-1439,-103
87.97775,-299,81,1156,658,817,-318,-1439,-104
87.97825,-300,81,1156,658,817,-318,-1440,-104
87.97875,-299,81,1156,658,817,-318,-1439,-104
87.97925,-299,81,1157,658,817,-318,-1439,-104
87.97975,-299,81,1156,658,817,-318,-1439,-104
87.98025,-299,82,1156,658,817,-318,-1439,-104
87.98075,-299,82,1156,658,817,-318,-1439,-104
87.98125,-300,82,1156,658,816,-318,-1439,-104
87.98175,-300,82,1156,658,817,-318,-1439,-103
87.98225,-300,83,1156,658,817,-318,-1439,-104
87.98275,-299,83,1156,658,817,-318,-1439,-104
87.98325,-300,83,1156,658,817,-318,-1440,-103
87.98375,-300,83,1156,658,818,-318,-1440,-104
87.98425,-299,83,1156,658,818,-318,-1440,-104
87.98475,-299,83,1156,658,817,-318,-1440,-103
87.98525,-300,84,1156,658,817,-318,-1440,-103
87.98575,-299,84,1155,659,817,-318,-1439,-103
87.98625,-299,84,1155,659,817,-319,-1439,-104
87.98675,-299,84,1155,658,817,-318,-1439,-104
87.98725,-299,85,1156,659,817,-319,-1439,-104
87.98775,-299,85,1156,658,817,-318,-1440,-104
87.98825,-299,85,1156,658,817,-318,-1439,-104
87.98875,-299,85,1156,658,818,-318,-1439,-104
87.98925,-298,85,1156,658,817,-318,-1440,-104
87.98975,-298,85,1156,657,817,-318,-1440,-103
87.99025,-298,86,1156,657,818,-318,-1440,-104
87.99075,-298,86,1156,657,817,-318,-1439,-103
87.99125,-298,86,1156,656,817,-318,-1439,-103
87.99175,-298,87,1156,657,818,-318,-1440,-103
87.99225,-298,87,1156,656,817,-317,-1440,-103
87.99275,-298,87,1156,657,817,-318,-1440,-103
87.99325,-298,87,1155,657,817,-318,-1440,-103
87.99375,-298,87,1155,657,818,-318,-1439,-103
87.99425,-298,87,1155,657,817,-318,-1439,-103
87.99475,-297,88,1156,657,817,-318,-1439,-103
87.99525,-298,88,1156,658,817,-317,-1439,-103
87.99575,-298,88,1156,657,817,-318,-1439,-103
87.99625,-298,88,1156,657,817,-318,-1440,-104
87.99675,-299,89,1156,658,817,-318,-1439,-103
87.99725,-299,88,1156,658,817,-318,-1439,-104
87.99775,-298,89,1156,658,817,-318,-1439,-103
87.99825,-298,88,1156,659,817,-318,-1440,-104
87.99875,-297,88,1156,659,817,-318,-1439,-103
87.99935,-297,88,1156,659,817,-318,-1440,-103
87.99985,-297,89,1156,659,817,-318,-1439,-103
88.00035,-297,89,1155,660,817,-318,-1439,-104
88.00085,-297,89,1156,660,817,-318,-1439,-103
88.00135,-297,89,1155,660,816,-318,-1439,-104
88.00185,-297,89,1155,660,817,-318,-1439,-103
88.00235,-297,89,1156,660,816,-318,-1439,-104
88.00285,-297,90,1156,659,817,-318,-1439,-103
88.00335,-297,90,1156,659,817,-317,-1439,-103
88.00385,-297,91,1155,659,817,-317,-1439,-103
88.00435,-297,91,1155,659,817,-317,-1439,-103
88.00485,-297,91,1156,658,817,-317,-1439,-103
88.00535,-297,91,1156,658,817,-317,-1439,-103
88.00585,-297,91,1156,658,817,-317,-1439,-102
88.00635,-297,91,1156,657,817,-317,-1439,-103
88.00685,-296,91,1157,656,817,-317,-1439,-103
88.00735,-297,91,1156,656,817,-317,-1440,-103
88.00785,-296,91,1157,656,817,-317,-1439,-103
88.00835,-297,92,1156,656,817,-317,-1440,-103
88.00885,-297,92,1156,657,817,-318,-1439,-103
88.00935,-298,92,1156,657,817,-318,-1440,-103
88.00985,-297,92,1156,657,817,-318,-1439,-103
88.01035,-297,92,1156,658,817,-318,-1439,-103
88.01085,-297,93,1156,658,817,-318,-1439,-103
88.01135,-297,93,1156,658,817,-317,-1439,-104
88.01185,-297,93,1156,658,817,-318,-1439,-103
88.01235,-297,93,1156,658,817,-318,-1439,-104
88.01285,-297,93,1156,657,817,-317,-1439,-104
88.01335,-297,93,1156,658,817,-317,-1439,-103
88.01385,-297,93,1155,658,817,-317,-1440,-104
88.01435,-297,93,1155,658,817,-317,-1439,-103
88.01485,-297,93,1156,658,817,-317,-1439,-103
88.01535,-297,93,1156,658,817,-317,-1439,-103
88.01585,-297,93,1156,659,817,-318,-1439,-103
88.01635,-297,93,1156,659,817,-317,-1439,-103
88.01685,-296,93,1156,659,817,-318,-1439,-103
88.01735,-296,94,1155,659,817,-317,-1439,-103
88.01785,-296,94,1155,659,817,-318,-1439,-103
88.01835,-296,94,1155,659,817,-317,-1439,-103
88.01885,-296,94,1156,658,817,-317,-1439,-103
88.01935,-296,94,1156,657,817,-317,-1439,-103
