elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
0.14019981,-591,560,-1558,1943,1375,838,-486,-748
0.1406998,-591,560,-1558,1943,1376,838,-486,-748
0.14119981,-591,560,-1557,1943,1376,838,-486,-748
0.1416998,-590,561,-1557,1943,1376,838,-486,-748
0.14219981,-591,561,-1557,1943,1376,839,-486,-748
0.14269981,-590,560,-1557,1943,1376,839,-486,-748
0.1431998,-591,561,-1558,1943,1376,839,-486,-747
0.14369981,-590,560,-1557,1943,1376,839,-486,-747
0.1441998,-591,561,-1557,1943,1376,838,-486,-747
0.14469981,-590,560,-1557,1943,1376,839,-486,-748
0.1451998,-591,560,-1558,1943,1375,839,-486,-748
0.14569981,-590,560,-1557,1943,1375,838,-486,-747
0.14619981,-590,560,-1558,1943,1376,839,-486,-747
0.1466998,-590,560,-1557,1943,1376,838,-486,-748
0.14719981,-590,561,-1557,1943,1375,838,-486,-748
0.1476998,-590,560,-1558,1944,1375,838,-486,-748
0.14819981,-591,560,-1558,1944,1375,838,-486,-748
0.1486998,-590,560,-1557,1944,1375,839,-486,-748
0.14919981,-591,561,-1558,1944,1375,839,-486,-748
0.1496998,-591,560,-1558,1943,1375,839,-486,-748
0.15019982,-591,561,-1557,1943,1375,839,-486,-747
0.15069981,-591,561,-1557,1943,1375,839,-486,-747
0.1511998,-590,561,-1557,1943,1375,839,-487,-747
0.15169981,-591,560,-1557,1943,1375,839,-486,-747
0.1521998,-591,561,-1557,1943,1375,839,-486,-747
0.15269981,-591,561,-1557,1943,1376,839,-487,-747
0.1531998,-591,560,-1557,1943,1376,839,-486,-747
0.15369982,-590,560,-1557,1943,1376,838,-486,-748
0.15419981,-590,560,-1557,1943,1376,838,-486,-748
0.1546998,-590,560,-1557,1943,1376,839,-486,-748
0.15519981,-590,560,-1557,1943,1376,838,-487,-749
0.1556998,-590,560,-1558,1943,1376,838,-487,-747
0.15619981,-590,561,-1558,1943,1376,839,-486,-747
0.1566998,-590,560,-1558,1943,1376,839,-486,-747
0.15719981,-591,560,-1557,1943,1375,839,-486,-747
0.15769981,-590,560,-1557,1943,1375,839,-486,-747
0.1581998,-590,560,-1557,1943,1375,838,-486,-748
0.15869981,-590,560,-1557,1943,1375,839,-486,-748
0.1591998,-590,560,-1557,1943,1375,838,-486,-748
0.15969981,-590,560,-1557,1943,1375,838,-486,-748
0.1601998,-590,560,-1557,1943,1375,838,-486,-748
0.16069981,-590,560,-1557,1943,1375,838,-486,-748
0.16119981,-591,561,-1557,1943,1375,839,-486,-748
0.1616998,-590,560,-1557,1943,1376,839,-486,-748
0.16219981,-590,560,-1557,1943,1375,838,-486,-748
0.1626998,-591,560,-1558,1943,1375,838,-486,-748
0.16319981,-590,561,-1557,1943,1375,838,-486,-748
0.1636998,-590,560,-1557,1943,1375,838,-486,-748
0.16419981,-591,561,-1557,1944,1375,838,-486,-748
0.16469981,-591,561,-1558,1944,1375,838,-486,-748
0.1651998,-590,560,-1558,1944,1375,838,-486,-748
0.16569981,-591,561,-1558,1944,1374,839,-486,-748
0.1661998,-590,560,-1558,1944,1375,838,-486,-748
0.16669981,-590,560,-1558,1943,1374,838,-486,-748
0.1671998,-591,561,-1557,1943,1375,838,-486,-748
0.16769981,-590,560,-1557,1943,1375,839,-486,-748
0.1681998,-591,560,-1557,1943,1375,838,-486,-748
0.16869982,-591,560,-1557,1943,1375,838,-486,-748
0.16919981,-590,560,-1557,1943,1376,838,-486,-748
0.1696998,-590,560,-1557,1943,1376,839,-486,-748
0.17019981,-590,560,-1557,1943,1376,838,-486,-748
0.1706998,-590,560,-1557,1943,1376,838,-486,-748
0.17119981,-590,560,-1557,1943,1376,838,-486,-748
0.1716998,-590,560,-1557,1943,1376,839,-486,-748
0.17219982,-591,560,-1557,1943,1375,838,-486,-748
0.17269981,-590,560,-1557,1943,1376,839,-486,-748
0.1731998,-590,560,-1557,1943,1375,838,-487,-748
0.17379981,-590,560,-1557,1943,1375,838,-487,-748
0.1742998,-591,560,-1557,1943,1375,838,-487,-748
0.17479981,-591,560,-1557,1943,1376,838,-486,-748
0.17529981,-590,560,-1557,1944,1376,838,-486,-748
0.1757998,-590,560,-1557,1943,1375,838,-486,-748
0.17629981,-590,561,-1557,1943,1376,838,-486,-748
0.1767998,-590,560,-1557,1943,1376,838,-486,-747
0.17729981,-590,560,-1557,1943,1375,839,-486,-748
0.1777998,-591,561,-1557,1943,1376,838,-486,-747
0.17829981,-591,560,-1557,1943,1375,838,-486,-748
0.17879981,-591,561,-1557,1943,1376,839,-486,-748
0.1792998,-591,560,-1557,1943,1375,838,-486,-748
0.17979981,-591,560,-1557,1943,1375,838,-486,-748
0.1802998,-591,560,-1557,1943,1375,839,-486,-748
0.18079981,-591,560,-1557,1943,1375,839,-486,-747
0.1812998,-591,560,-1557,1943,1375,838,-486,-748
0.18179981,-591,560,-1557,1943,1375,838,-486,-748
0.18229981,-590,560,-1558,1943,1375,838,-486,-748
0.1827998,-590,560,-1557,1943,1375,838,-486,-748
0.18329981,-590,561,-1557,1943,1375,838,-486,-748
0.1837998,-590,560,-1557,1943,1375,839,-486,-748
0.18429981,-591,561,-1557,1943,1375,838,-486,-748
0.1847998,-590,560,-1557,1943,1376,838,-487,-748
0.18529981,-590,560,-1557,1943,1375,838,-486,-748
0.1857998,-590,561,-1557,1943,1376,838,-486,-748
0.18629982,-590,560,-1557,1943,1376,838,-487,-748
