elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
13.69565,417,520,-971,75,-2736,-936,308,1400
13.69615,417,520,-971,74,-2736,-935,309,1400
13.69665,417,520,-971,75,-2736,-936,309,1400
13.69715,417,520,-971,75,-2736,-936,308,1400
13.69765,417,520,-971,75,-2736,-935,308,1400
13.69815,417,521,-971,75,-2736,-935,308,1400
13.69865,417,521,-971,75,-2736,-935,308,1400
13.69915,417,520,-971,75,-2736,-936,308,1400
13.69965,417,521,-971,75,-2736,-935,308,1400
13.70015,416,520,-971,75,-2736,-935,308,1400
13.70065,417,521,-971,75,-2737,-935,308,1400
13.70115,417,521,-971,75,-2736,-935,308,1400
13.70165,417,521,-971,75,-2736,-936,308,1400
13.70215,417,521,-972,75,-2736,-935,308,1401
13.70265,417,521,-971,75,-2736,-935,308,1401
13.70315,417,521,-971,75,-2735,-935,308,1401
13.7036495,417,521,-971,74,-2736,-935,308,1401
13.70415,417,520,-971,75,-2736,-936,308,1400
13.70465,417,521,-971,74,-2737,-936,308,1400
13.70515,417,521,-971,75,-2737,-936,308,1400
13.70565,417,521,-971,74,-2736,-935,309,1400
13.70615,416,521,-971,74,-2737,-936,308,1400
13.70665,417,521,-971,75,-2737,-936,308,1400
13.7071495,417,521,-971,75,-2736,-935,308,1401
13.70765,417,521,-971,74,-2736,-935,308,1401
13.70815,417,521,-971,75,-2736,-935,308,1401
13.70865,417,520,-971,75,-2737,-936,308,1400
13.70915,417,521,-971,75,-2737,-935,308,1401
13.70965,417,520,-971,75,-2737,-936,308,1401
13.71015,417,520,-972,75,-2736,-936,308,1400
13.7106495,417,521,-972,75,-2736,-936,308,1401
13.71115,417,521,-972,75,-2736,-935,308,1400
13.71165,417,521,-972,75,-2736,-936,308,1400
13.71215,417,520,-972,75,-2737,-935,308,1400
13.71265,417,520,-973,75,-2737,-935,308,1400
13.71315,417,521,-973,75,-2737,-935,308,1400
13.71365,417,521,-972,75,-2737,-936,308,1400
13.714149,417,521,-972,75,-2737,-936,308,1400
13.71465,417,520,-971,75,-2737,-935,308,1400
13.71515,417,520,-970,75,-2736,-936,308,1400
13.71565,417,521,-969,75,-2736,-936,308,1399
