elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
0.12934998,1866,49,192,243,-2117,801,623,701
0.12984997,1867,49,192,243,-2117,801,623,701
0.13034998,1867,50,192,243,-2116,801,623,701
0.13084997,1867,50,191,243,-2116,801,623,701
0.13134998,1867,50,191,242,-2116,801,623,701
0.13184997,1867,50,192,242,-2116,801,623,701
0.13234998,1867,49,192,241,-2116,801,622,700
0.13284998,1867,50,192,241,-2115,802,622,701
0.13334997,1867,50,192,241,-2115,801,622,700
0.13384998,1867,50,192,240,-2114,802,622,700
0.13434997,1867,50,193,241,-2114,801,622,700
0.13484998,1866,50,193,240,-2114,801,622,699
0.13534997,1867,50,193,240,-2114,801,623,699
0.13584998,1866,50,193,239,-2114,801,623,699
0.13634998,1867,50,192,240,-2115,801,623,700
0.13684997,1866,50,192,241,-2115,801,623,700
0.13734998,1866,50,191,242,-2115,801,623,700
0.13784997,1866,50,191,241,-2114,801,623,700
0.13834998,1867,50,191,241,-2115,801,623,700
0.13884997,1866,50,191,240,-2115,801,623,700
0.13934998,1866,50,191,240,-2115,801,622,700
0.13984998,1866,50,191,240,-2115,801,623,700
0.14034997,1866,50,192,240,-2115,801,623,700
0.14084998,1866,50,192,240,-2115,801,622,700
0.14134997,1866,50,192,241,-2115,802,623,700
0.14184998,1866,50,192,240,-2114,802,623,700
0.14234997,1866,50,192,241,-2113,802,622,700
0.14284998,1866,50,192,241,-2113,801,622,700
0.14334998,1866,50,192,241,-2114,801,623,700
0.14384997,1866,50,192,242,-2115,801,623,700
0.14434998,1866,50,193,240,-2115,802,622,701
0.14484997,1866,49,193,240,-2114,801,622,701
0.14534998,1866,49,193,240,-2114,801,623,701
0.14584997,1866,50,193,240,-2114,801,622,701
0.14634998,1867,50,192,240,-2114,801,623,700
0.14684997,1866,49,192,240,-2115,801,622,701
0.14734998,1866,50,192,241,-2115,801,622,701
0.14784998,1866,50,193,241,-2114,801,622,701
0.14834997,1866,50,193,240,-2115,801,622,701
0.14884998,1866,50,192,241,-2114,801,622,700
0.14934997,1866,50,193,241,-2115,801,622,701
0.14984998,1866,50,192,240,-2115,801,622,701
0.15034997,1866,50,193,240,-2114,801,622,700
