elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
67.62925,300,-2,-2,795,-164,1011,-546,-252
67.62975,300,-2,-3,795,-164,1011,-546,-252
67.63025,300,-2,-3,795,-164,1011,-546,-252
67.63075,300,-2,-3,795,-164,1011,-546,-252
67.63125,300,-2,-3,796,-164,1011,-546,-252
67.63175,300,-2,-3,796,-163,1011,-546,-252
67.63225,300,-2,-2,796,-163,1012,-547,-252
67.63275,300,-2,-2,795,-163,1011,-547,-252
67.63325,300,-2,-2,795,-163,1011,-547,-253
67.63375,300,-2,-2,795,-163,1011,-546,-253
67.63425,299,-2,-2,796,-163,1012,-546,-253
67.63475,300,-2,-2,795,-164,1011,-546,-253
67.63525,300,-2,-2,795,-163,1012,-546,-253
67.63575,300,-2,-2,795,-164,1011,-546,-253
67.63635,300,-2,-3,795,-164,1011,-546,-253
67.63685,299,-2,-3,795,-163,1011,-546,-253
67.63735,300,-1,-2,795,-163,1011,-546,-252
67.63785,299,-2,-3,795,-163,1011,-546,-252
67.63835,299,-1,-2,795,-164,1011,-546,-253
67.63885,299,-2,-3,795,-163,1011,-546,-252
67.63935,300,-1,-3,795,-164,1011,-546,-252
67.63985,300,-2,-3,795,-164,1011,-546,-252
67.64035,300,-2,-3,795,-164,1011,-547,-252
67.64085,300,-1,-3,795,-164,1011,-546,-252
67.64135,300,-2,-3,795,-164,1011,-546,-252
67.64185,300,-2,-2,795,-164,1011,-546,-252
67.64235,300,-2,-2,795,-164,1011,-546,-253
67.64285,300,-2,-2,795,-164,1011,-546,-253
67.64335,299,-2,-2,795,-164,1011,-546,-253
67.64385,299,-2,-2,796,-164,1011,-546,-253
67.64435,300,-2,-2,795,-164,1011,-546,-253
67.64485,299,-2,-2,795,-163,1011,-546,-253
67.64535,300,-2,-2,795,-164,1011,-546,-253
67.64585,299,-2,-2,795,-164,1011,-546,-253
67.64635,299,-2,-2,795,-164,1011,-547,-252
67.64685,300,-2,-2,795,-164,1011,-546,-252
67.64735,299,-2,-2,794,-164,1011,-546,-253
67.64785,299,-2,-2,795,-163,1011,-546,-253
67.64835,299,-2,-2,795,-162,1011,-546,-253
67.64885,299,-2,-2,795,-163,1011,-546,-253
67.64935,299,-2,-3,795,-164,1011,-546,-253
67.64985,299,-2,-2,795,-164,1011,-546,-253
67.65035,299,-2,-3,795,-164,1011,-546,-252
67.65085,299,-2,-3,795,-164,1011,-546,-253
67.65135,299,-2,-3,795,-165,1011,-546,-253
67.65185,300,-2,-3,794,-163,1012,-546,-253
67.65235,300,-2,-3,794,-163,1011,-546,-252
67.65285,300,-2,-3,794,-163,1012,-546,-252
67.65335,300,-2,-3,795,-163,1011,-545,-253
67.65385,300,-2,-3,796,-164,1012,-545,-252
67.65435,300,-2,-3,796,-164,1012,-546,-252
67.65485,300,-2,-2,796,-165,1012,-546,-252
67.65535,300,-2,-2,796,-164,1012,-546,-252
67.65585,300,-2,-2,796,-164,1012,-546,-252
67.65635,300,-2,-2,796,-164,1012,-546,-252
67.65685,300,-2,-2,795,-164,1011,-546,-252
67.65735,300,-2,-2,795,-164,1011,-546,-253
67.65785,300,-2,-2,795,-164,1011,-546,-252
