elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
220.5522,779,-1455,-1807,1266,133,-1707,-195,-222
220.5527,778,-1455,-1807,1266,133,-1707,-196,-222
220.5532,778,-1455,-1807,1266,133,-1707,-196,-222
220.5537,778,-1455,-1807,1266,133,-1707,-196,-221
220.5542,778,-1455,-1807,1266,133,-1707,-195,-222
220.5547,778,-1455,-1807,1266,133,-1707,-195,-222
220.5552,778,-1455,-1807,1266,133,-1707,-196,-222
220.5557,778,-1455,-1807,1266,132,-1707,-196,-222
220.5562,778,-1455,-1807,1266,133,-1707,-195,-222
220.5567,778,-1455,-1807,1266,133,-1707,-196,-222
220.5572,778,-1455,-1807,1266,133,-1707,-196,-222
220.5577,778,-1455,-1807,1265,133,-1707,-196,-222
220.5582,778,-1455,-1807,1266,133,-1707,-196,-222
220.5587,778,-1455,-1807,1266,133,-1707,-196,-222
220.5592,778,-1455,-1807,1266,133,-1707,-196,-221
220.5597,779,-1455,-1807,1266,133,-1707,-196,-221
220.5602,778,-1455,-1807,1265,133,-1707,-196,-221
220.5607,778,-1455,-1807,1266,133,-1707,-196,-221
220.5612,778,-1455,-1807,1266,133,-1707,-196,-222
220.5617,778,-1455,-1807,1266,133,-1707,-196,-221
220.5622,779,-1456,-1807,1266,132,-1707,-196,-221
220.5627,778,-1455,-1807,1266,133,-1707,-196,-221
220.5632,779,-1455,-1807,1266,133,-1707,-195,-222
220.5637,778,-1455,-1807,1266,132,-1707,-195,-221
220.5642,779,-1456,-1807,1265,133,-1707,-196,-222
220.5647,778,-1455,-1807,1266,133,-1707,-196,-221
220.5652,778,-1456,-1806,1265,133,-1707,-196,-221
220.5657,779,-1455,-1807,1265,133,-1707,-196,-221
220.5662,779,-1455,-1807,1265,133,-1707,-196,-222
220.5667,778,-1455,-1807,1265,133,-1707,-196,-221
220.5672,778,-1455,-1807,1265,132,-1707,-196,-221
220.5677,778,-1455,-1806,1266,133,-1707,-196,-221
220.5682,779,-1456,-1807,1265,133,-1707,-196,-222
220.5687,779,-1455,-1807,1266,133,-1707,-196,-221
220.5692,779,-1455,-1807,1266,133,-1707,-196,-222
220.5697,779,-1456,-1807,1266,133,-1707,-196,-222
220.5702,778,-1455,-1807,1265,132,-1707,-196,-221
220.5707,778,-1455,-1807,1266,133,-1707,-196,-221
220.5712,778,-1455,-1807,1266,133,-1707,-196,-221
220.5717,778,-1455,-1807,1266,133,-1707,-196,-221
220.5722,778,-1455,-1807,1266,133,-1707,-196,-222
220.5727,778,-1455,-1807,1266,132,-1707,-196,-221
220.5732,778,-1455,-1807,1266,133,-1707,-195,-222
220.5737,778,-1455,-1807,1266,133,-1707,-196,-221
220.5742,778,-1455,-1807,1266,133,-1707,-196,-222
220.5747,778,-1455,-1807,1265,133,-1707,-196,-221
220.5752,778,-1455,-1807,1266,132,-1707,-196,-222
220.5757,778,-1455,-1807,1266,133,-1707,-196,-221
220.5762,778,-1456,-1807,1265,133,-1707,-196,-221
220.5767,778,-1455,-1807,1266,134,-1707,-196,-222
220.5772,779,-1455,-1807,1266,132,-1707,-196,-222
220.5777,779,-1455,-1807,1265,133,-1707,-196,-221
220.5782,779,-1455,-1807,1266,133,-1707,-196,-222
220.5787,778,-1455,-1807,1265,133,-1707,-195,-221
220.5793,779,-1455,-1807,1266,133,-1707,-196,-221
220.5798,779,-1455,-1807,1265,133,-1707,-195,-222
220.5803,778,-1456,-1807,1265,132,-1707,-196,-221
220.5808,779,-1455,-1807,1266,133,-1707,-195,-222
220.5813,778,-1455,-1808,1266,133,-1707,-196,-221
220.5818,779,-1455,-1807,1266,132,-1707,-196,-221
220.5823,779,-1456,-1808,1266,133,-1707,-196,-221
220.5828,779,-1455,-1807,1266,132,-1707,-196,-222
220.5833,778,-1455,-1807,1266,133,-1707,-196,-221
220.5838,778,-1455,-1807,1266,132,-1707,-196,-221
220.5843,778,-1455,-1807,1266,133,-1707,-196,-222
220.5848,778,-1455,-1807,1265,133,-1707,-196,-221
220.5853,779,-1455,-1807,1265,133,-1707,-196,-221
220.5858,778,-1455,-1807,1266,133,-1707,-196,-222
220.5863,779,-1455,-1807,1266,133,-1707,-196,-221
220.5868,778,-1456,-1807,1265,133,-1707,-196,-221
220.5873,779,-1455,-1807,1266,133,-1707,-196,-222
220.5878,779,-1455,-1807,1266,133,-1707,-196,-222
220.5883,778,-1455,-1807,1265,132,-1707,-196,-222
220.5888,779,-1455,-1807,1265,133,-1707,-196,-222
220.5893,779,-1455,-1807,1265,133,-1707,-196,-221
220.5898,778,-1456,-1807,1265,133,-1707,-196,-221
220.5903,778,-1455,-1807,1265,134,-1707,-196,-221
220.5908,778,-1455,-1807,1265,133,-1707,-196,-221
220.5913,778,-1455,-1807,1265,132,-1708,-196,-221
220.5918,778,-1455,-1807,1266,133,-1707,-196,-221
220.5923,778,-1455,-1807,1266,133,-1707,-196,-221
220.5928,779,-1455,-1807,1265,133,-1707,-196,-221
220.5933,778,-1455,-1807,1266,133,-1707,-195,-221
220.5938,779,-1456,-1807,1266,132,-1707,-196,-222
220.5943,779,-1455,-1807,1266,132,-1707,-195,-221
220.5948,778,-1455,-1807,1266,133,-1707,-196,-221
220.5953,778,-1455,-1807,1266,133,-1707,-196,-221
220.5958,778,-1455,-1807,1266,133,-1707,-196,-221
220.5963,778,-1455,-1807,1266,133,-1707,-196,-222
220.5968,778,-1455,-1807,1266,132,-1707,-196,-221
220.5973,778,-1455,-1807,1266,133,-1707,-196,-222
220.5978,779,-1456,-1807,1266,133,-1707,-196,-221
220.5983,778,-1455,-1807,1266,132,-1707,-196,-222
220.5988,778,-1455,-1807,1266,133,-1707,-196,-221
220.5993,778,-1455,-1807,1266,132,-1707,-196,-222
220.5998,779,-1455,-1807,1265,133,-1707,-196,-221
220.6003,778,-1455,-1807,1265,132,-1707,-196,-222
220.6008,778,-1455,-1807,1265,133,-1707,-196,-222
220.6013,778,-1455,-1807,1265,132,-1707,-196,-222
220.6018,778,-1455,-1807,1265,133,-1707,-196,-222
220.6023,778,-1455,-1807,1265,133,-1707,-195,-221
220.6028,779,-1455,-1807,1265,133,-1707,-196,-221
220.6033,778,-1455,-1808,1266,133,-1707,-196,-222
220.6038,778,-1455,-1807,1266,133,-1708,-196,-222
220.6043,779,-1455,-1807,1266,132,-1708,-196,-222
220.6048,778,-1455,-1807,1266,133,-1707,-196,-221
220.6053,779,-1455,-1807,1266,133,-1708,-196,-222
220.6058,778,-1456,-1807,1266,133,-1707,-196,-222
220.6063,779,-1455,-1807,1265,132,-1707,-196,-222
220.6068,778,-1455,-1807,1266,133,-1707,-196,-221
220.6073,779,-1455,-1807,1265,133,-1707,-196,-221
220.6078,778,-1456,-1807,1266,133,-1707,-195,-222
220.6083,778,-1455,-1807,1265,133,-1707,-196,-222
220.6088,778,-1456,-1807,1266,132,-1707,-196,-222
220.6093,778,-1455,-1807,1266,133,-1707,-196,-222
220.6098,778,-1455,-1807,1266,133,-1708,-196,-222
220.6103,779,-1455,-1808,1266,133,-1708,-196,-222
220.6108,779,-1455,-1807,1266,133,-1707,-196,-222
220.6113,779,-1456,-1807,1265,133,-1707,-196,-222
220.6118,778,-1455,-1807,1266,133,-1707,-196,-222
220.6123,779,-1455,-1807,1265,132,-1708,-195,-221
220.6128,778,-1455,-1807,1266,133,-1707,-196,-222
220.6133,779,-1455,-1807,1266,133,-1707,-196,-222
220.6138,778,-1455,-1807,1266,132,-1707,-196,-222
220.6143,779,-1455,-1807,1266,132,-1708,-196,-221
220.6148,779,-1455,-1807,1266,133,-1707,-196,-222
220.6153,779,-1456,-1807,1266,133,-1707,-196,-221
220.6158,778,-1455,-1807,1265,132,-1707,-196,-222
220.6163,778,-1455,-1807,1266,133,-1707,-196,-221
220.6168,779,-1455,-1807,1266,133,-1707,-196,-221
220.6173,778,-1455,-1807,1266,133,-1708,-195,-221
220.6178,779,-1455,-1807,1266,132,-1707,-196,-221
220.6183,779,-1455,-1807,1266,132,-1707,-196,-222
220.6188,779,-1455,-1807,1266,132,-1707,-196,-222
220.6193,778,-1455,-1808,1266,132,-1707,-195,-222
220.6198,779,-1455,-1808,1266,133,-1708,-196,-221
220.6203,778,-1456,-1808,1266,133,-1708,-196,-221
220.6208,779,-1455,-1808,1266,133,-1708,-196,-222
220.6213,778,-1455,-1808,1266,132,-1707,-196,-221
220.6218,778,-1455,-1808,1265,132,-1707,-196,-222
220.6223,779,-1455,-1808,1266,133,-1708,-196,-222
220.6228,779,-1455,-1808,1266,132,-1707,-196,-222
220.6233,778,-1455,-1808,1265,133,-1707,-196,-221
220.6238,778,-1455,-1807,1265,133,-1708,-196,-222
