elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
58.6347,2,-178,-2153,1787,278,689,620,-278
58.6352,2,-178,-2153,1787,278,689,620,-278
58.6357,2,-178,-2153,1787,278,689,621,-279
58.6362,2,-177,-2152,1787,279,688,620,-279
58.6367,3,-177,-2152,1787,279,689,620,-279
58.6372,2,-177,-2153,1787,279,689,620,-279
58.6377,2,-176,-2153,1787,278,689,620,-278
58.6382,1,-176,-2153,1787,278,689,620,-279
58.6387,2,-176,-2153,1787,278,689,620,-278
58.6392,2,-177,-2153,1787,279,689,620,-278
58.6397,2,-178,-2153,1787,278,689,620,-278
58.6402,3,-178,-2152,1787,278,690,620,-278
58.6407,3,-178,-2153,1787,279,689,620,-278
58.6412,3,-178,-2152,1787,278,690,620,-278
58.6417,3,-178,-2153,1787,278,689,620,-278
58.6422,3,-178,-2152,1787,278,689,620,-278
58.6427,3,-179,-2153,1787,279,689,620,-278
58.6432,3,-179,-2153,1787,278,689,620,-278
58.6437,3,-178,-2153,1787,279,689,620,-278
58.6442,3,-178,-2153,1787,278,690,620,-278
58.6447,2,-177,-2153,1787,278,690,620,-278
58.6452,2,-177,-2152,1787,279,690,620,-278
58.6457,1,-176,-2153,1787,278,690,620,-278
58.6462,2,-176,-2153,1786,278,690,620,-278
58.6467,2,-177,-2152,1787,279,690,620,-278
58.6472,2,-177,-2153,1787,278,690,620,-278
58.6477,2,-177,-2153,1787,279,690,620,-278
58.6482,2,-177,-2153,1787,278,690,620,-278
58.6487,3,-177,-2153,1786,278,690,620,-278
58.6492,2,-177,-2153,1786,278,690,620,-278
58.6497,3,-178,-2152,1787,278,690,620,-278
58.6502,3,-178,-2152,1787,278,690,620,-277
58.6507,2,-178,-2153,1787,278,690,620,-278
58.6512,3,-178,-2153,1787,279,690,620,-278
58.6517,3,-177,-2153,1787,278,690,620,-278
58.6522,3,-178,-2153,1787,279,690,620,-277
58.6527,3,-177,-2153,1787,279,691,620,-278
58.6532,3,-177,-2152,1787,278,690,620,-277
58.6537,3,-178,-2153,1787,278,690,620,-277
58.6542,3,-178,-2153,1787,278,690,620,-278
58.6547,3,-177,-2153,1787,278,690,620,-278
58.6552,3,-177,-2153,1787,278,690,620,-277
58.6557,2,-177,-2152,1787,279,690,620,-278
58.6562,2,-177,-2153,1787,279,690,620,-278
58.6567,3,-177,-2152,1787,278,690,620,-277
58.6572,2,-177,-2153,1787,278,690,620,-277
58.6577,3,-177,-2153,1787,279,690,620,-277
58.6582,2,-177,-2153,1787,278,690,620,-277
58.6587,2,-177,-2153,1787,278,690,620,-277
58.6592,2,-177,-2153,1787,278,690,620,-277
58.6597,3,-177,-2153,1787,278,690,620,-277
