elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
3.56205,-216,733,230,3,-2297,-570,-311,221
3.56255,-216,733,230,3,-2297,-569,-311,221
3.5630503,-216,733,230,3,-2297,-569,-312,221
3.5635502,-216,732,230,3,-2297,-570,-311,221
3.5640502,-216,733,231,3,-2297,-570,-311,221
3.5645502,-216,733,231,3,-2297,-570,-312,221
3.5650501,-216,732,231,3,-2297,-570,-312,221
3.56555,-216,732,231,2,-2296,-570,-313,221
3.56605,-216,733,231,3,-2297,-570,-313,221
3.5665503,-216,733,231,3,-2297,-570,-313,221
3.5670502,-216,732,231,3,-2296,-570,-313,221
3.5675502,-216,733,231,3,-2296,-570,-313,221
3.5680501,-216,733,231,4,-2297,-569,-314,221
3.56855,-216,733,231,3,-2297,-570,-313,221
3.56905,-216,732,230,3,-2297,-570,-313,221
3.5695503,-216,733,230,3,-2297,-570,-313,221
3.5700502,-216,733,230,3,-2296,-570,-312,221
3.5705502,-216,733,230,3,-2297,-570,-312,221
3.5710502,-216,733,231,4,-2297,-570,-312,221
3.5715501,-216,732,231,3,-2297,-570,-312,221
3.57205,-216,733,231,3,-2297,-570,-312,221
3.57255,-216,733,231,3,-2297,-570,-311,221
3.5730503,-216,733,231,3,-2297,-570,-312,221
3.5736501,-216,733,231,3,-2297,-570,-312,221
3.57415,-216,732,230,3,-2296,-570,-312,221
3.5746503,-216,732,230,3,-2297,-570,-312,221
3.5751503,-216,733,230,3,-2297,-569,-312,221
3.5756502,-216,733,230,3,-2298,-569,-312,221
3.5761502,-216,733,230,3,-2297,-570,-312,221
3.5766501,-216,732,230,3,-2297,-570,-312,221
3.57715,-216,732,230,3,-2297,-569,-312,221
3.57765,-216,733,231,3,-2297,-570,-312,221
3.5781503,-216,733,230,4,-2298,-569,-312,221
3.5786502,-216,732,231,3,-2298,-570,-312,221
3.5791502,-216,733,230,3,-2297,-570,-312,221
3.5796502,-216,733,231,3,-2297,-569,-312,221
3.5801501,-216,733,231,3,-2297,-570,-312,221
3.58065,-216,732,231,3,-2297,-569,-311,221
3.58115,-216,733,231,3,-2297,-570,-312,221
3.5816503,-216,733,231,3,-2297,-570,-312,221
3.5821502,-216,733,231,3,-2297,-570,-312,221
3.5826502,-216,732,231,3,-2297,-569,-311,221
3.5831501,-216,732,231,3,-2297,-570,-312,220
3.58365,-216,733,231,3,-2298,-570,-312,221
3.58415,-216,733,231,3,-2298,-570,-312,221
3.5846503,-216,732,231,3,-2297,-570,-312,221
3.5851502,-216,733,231,3,-2297,-570,-312,221
3.5856502,-216,733,231,3,-2297,-570,-312,221
3.5861502,-216,733,231,3,-2297,-570,-312,221
3.5866501,-216,732,231,2,-2297,-570,-312,221
3.58715,-216,732,231,3,-2297,-570,-312,221
3.58765,-216,733,231,3,-2297,-570,-312,221
3.5881503,-216,733,231,4,-2298,-570,-312,221
3.5886502,-216,732,230,4,-2297,-570,-312,221
3.5891502,-216,732,230,4,-2297,-570,-312,221
3.5896502,-216,733,230,4,-2297,-570,-312,221
3.59015,-216,732,230,4,-2297,-570,-313,221
3.59065,-216,732,230,3,-2297,-570,-312,221
3.5911503,-216,732,230,3,-2297,-570,-313,221
3.5916502,-216,733,230,3,-2297,-569,-313,221
3.5921502,-216,733,231,3,-2297,-570,-313,221
3.5926502,-216,732,231,3,-2297,-570,-313,221
3.5931501,-216,733,231,3,-2297,-570,-312,221
3.59365,-216,732,231,3,-2297,-570,-312,221
3.59415,-216,733,231,3,-2296,-570,-312,221
3.5946503,-216,732,231,3,-2297,-570,-312,221
3.5951502,-216,733,230,3,-2297,-570,-312,221
3.5956502,-216,733,230,3,-2297,-570,-313,221
3.5961502,-216,732,231,4,-2297,-570,-312,221
3.5966501,-216,733,230,4,-2297,-570,-312,221
3.59715,-216,733,230,4,-2297,-570,-312,221
3.5976503,-216,732,230,4,-2297,-570,-311,221
3.5981503,-216,733,231,5,-2298,-570,-311,221
3.5986502,-216,732,230,4,-2297,-570,-311,221
3.5991502,-216,732,230,5,-2297,-570,-310,221
3.5996501,-216,732,230,5,-2298,-570,-310,221
3.60015,-216,733,230,4,-2297,-570,-310,220
3.60065,-216,733,231,4,-2298,-569,-310,221
3.6011503,-216,733,230,3,-2298,-570,-310,221
3.6016502,-216,733,231,2,-2297,-570,-310,221
3.6021502,-216,733,231,2,-2297,-569,-310,221
3.6026502,-216,732,231,2,-2297,-570,-310,221
3.6031501,-216,732,231,2,-2297,-569,-310,221
3.60365,-216,732,231,3,-2297,-570,-310,221
3.60415,-216,733,231,3,-2297,-570,-310,221
3.6046503,-216,732,230,3,-2298,-570,-310,221
