elapsed_s,rvl,rrf,rta,rpl,rgl,rhm,rgm,rhl
1.5774002,10,13,-56,107,-51,-474,-6359,-399
1.5779002,10,13,-56,106,-51,-474,-6359,-399
1.5784001,10,13,-56,107,-51,-474,-6359,-399
1.5789002,10,13,-56,106,-51,-474,-6359,-399
1.5794002,10,12,-57,106,-51,-474,-6359,-399
1.5799001,10,13,-56,106,-50,-474,-6359,-399
1.5804002,10,12,-56,106,-50,-474,-6359,-398
1.5809002,10,13,-56,106,-51,-474,-6360,-398
1.5814002,10,12,-56,106,-51,-474,-6359,-399
1.5819002,10,12,-56,106,-50,-474,-6358,-399
1.5824002,10,12,-57,106,-50,-474,-6358,-399
1.5829002,9,12,-56,106,-50,-474,-6359,-399
1.5834002,9,12,-56,106,-50,-474,-6359,-399
1.5839002,10,12,-56,106,-50,-474,-6359,-400
1.5844002,10,12,-56,106,-50,-474,-6359,-400
1.5849001,10,12,-56,106,-51,-474,-6358,-399
1.5854002,10,12,-56,106,-50,-474,-6358,-399
1.5859002,9,12,-56,106,-50,-474,-6358,-400
1.5864002,10,12,-56,106,-50,-474,-6358,-400
1.5869002,10,12,-56,106,-50,-474,-6359,-400
1.5874002,9,13,-56,106,-50,-474,-6359,-399
1.5879002,9,13,-55,106,-50,-473,-6359,-399
1.5884002,9,13,-56,106,-50,-474,-6359,-399
1.5889002,10,12,-56,107,-50,-474,-6359,-399
1.5894002,10,12,-56,107,-50,-474,-6359,-400
1.5899001,9,12,-56,107,-51,-474,-6359,-400
1.5904002,9,12,-56,106,-51,-474,-6359,-400
1.5909002,9,13,-56,106,-50,-474,-6359,-400
1.5914001,9,13,-56,107,-50,-474,-6358,-400
1.5919002,9,12,-55,106,-50,-474,-6358,-400
1.5924002,10,12,-56,106,-50,-475,-6358,-400
1.5929002,10,12,-55,106,-50,-474,-6357,-400
1.5934002,10,12,-55,106,-50,-475,-6358,-400
1.5939002,11,12,-56,106,-50,-474,-6358,-399
1.5944002,10,12,-55,106,-50,-474,-6358,-399
1.5949003,11,12,-56,106,-50,-474,-6358,-399
1.5954002,10,12,-55,106,-50,-474,-6358,-399
1.5959002,10,12,-55,106,-50,-474,-6358,-399
1.5964001,10,12,-56,106,-50,-474,-6359,-399
1.5969002,10,12,-55,106,-49,-474,-6358,-399
1.5974002,10,13,-55,106,-50,-474,-6358,-399
1.5979002,10,12,-56,106,-50,-474,-6358,-399
1.5984002,10,12,-56,106,-50,-474,-6359,-399
1.5989002,10,12,-56,107,-51,-474,-6360,-399
1.5994002,10,11,-58,106,-51,-474,-6361,-399
1.5999002,11,11,-58,107,-52,-474,-6361,-399
1.6004002,11,11,-59,107,-51,-474,-6362,-399
1.6009002,11,11,-59,107,-52,-474,-6361,-399
1.6014001,10,11,-59,107,-51,-474,-6360,-399
1.6019002,11,12,-58,107,-51,-474,-6359,-400
1.6024002,10,11,-58,107,-51,-474,-6358,-400
1.6029001,10,11,-58,107,-51,-474,-6358,-400
1.6034002,10,12,-58,106,-51,-474,-6359,-400
1.6039002,11,11,-58,107,-51,-474,-6359,-399
1.6044002,11,12,-57,107,-51,-474,-6359,-400
1.6049002,11,12,-57,106,-51,-474,-6359,-399
1.6054002,11,12,-57,107,-51,-474,-6359,-399
1.6059002,10,12,-57,106,-51,-474,-6359,-399
1.6064003,10,12,-57,106,-51,-474,-6359,-399
1.6069002,10,12,-57,107,-51,-474,-6359,-400
1.6074002,10,12,-57,107,-51,-474,-6359,-399
1.6079001,10,12,-57,106,-51,-474,-6359,-399
1.6084002,10,12,-57,106,-50,-474,-6359,-399
1.6089002,10,12,-57,106,-51,-473,-6359,-398
