elapsed_s,rvl,rrf,rta,rpl,rgl,rhm,rgm,rhl
150.28024,-1,2098,37,1727,-24,-324,-6645,-420
150.28075,-1,2098,37,1727,-25,-323,-6645,-421
150.28125,0,2098,37,1728,-24,-324,-6646,-420
150.28175,-1,2098,37,1728,-24,-323,-6646,-421
150.28226,0,2098,37,1728,-24,-323,-6646,-420
150.28275,0,2099,37,1728,-24,-323,-6646,-421
150.28325,-1,2098,37,1728,-24,-324,-6645,-420
150.28375,-1,2098,37,1728,-24,-324,-6646,-421
150.28426,-1,2098,37,1728,-24,-324,-6646,-420
150.28474,-1,2098,37,1727,-24,-323,-6646,-420
150.28525,-1,2098,37,1727,-25,-324,-6646,-420
150.28575,-1,2098,37,1728,-24,-323,-6646,-420
150.28625,-1,2098,37,1728,-24,-324,-6646,-420
150.28674,-1,2099,37,1728,-24,-323,-6646,-420
150.28725,-1,2098,37,1728,-24,-323,-6646,-420
150.28775,-1,2098,37,1728,-24,-324,-6645,-420
150.28825,-1,2098,37,1728,-24,-324,-6646,-420
150.28876,-1,2098,37,1728,-24,-323,-6646,-420
150.28925,-1,2098,37,1728,-24,-324,-6646,-420
150.28975,-1,2098,37,1728,-24,-323,-6646,-420
150.29025,-2,2099,37,1728,-24,-323,-6646,-420
150.29076,-1,2099,37,1728,-24,-323,-6646,-420
150.29124,-1,2098,37,1727,-24,-323,-6646,-421
150.29175,-1,2099,37,1728,-24,-323,-6646,-421
150.29225,-2,2099,37,1728,-24,-323,-6646,-420
150.29276,-2,2099,37,1728,-24,-323,-6646,-420
150.29324,-2,2099,37,1728,-25,-323,-6646,-420
150.29375,-2,2098,37,1728,-25,-323,-6646,-420
150.29425,-1,2099,37,1728,-24,-323,-6646,-420
150.29475,-1,2099,37,1728,-24,-323,-6646,-420
150.29526,0,2098,37,1728,-24,-323,-6646,-420
150.29575,0,2098,37,1728,-25,-323,-6646,-420
150.29625,1,2098,37,1728,-24,-323,-6645,-421
150.29675,1,2098,37,1728,-24,-323,-6645,-420
150.29726,0,2098,37,1728,-24,-323,-6645,-421
150.29774,0,2098,37,1728,-24,-323,-6646,-420
150.29825,0,2098,37,1728,-24,-323,-6646,-420
150.29875,0,2098,37,1728,-25,-323,-6646,-421
150.29926,0,2098,37,1728,-24,-323,-6646,-420
150.29974,0,2098,37,1728,-24,-323,-6645,-420
150.30025,0,2098,37,1728,-25,-323,-6646,-421
150.30075,0,2098,37,1728,-24,-323,-6646,-420
150.30125,0,2098,37,1728,-24,-323,-6646,-420
150.30174,0,2098,37,1728,-25,-324,-6646,-420
150.30225,0,2098,37,1728,-24,-323,-6646,-420
150.30275,0,2098,37,1728,-24,-323,-6646,-420
150.30325,0,2098,37,1728,-25,-323,-6646,-420
150.30376,-1,2098,37,1728,-24,-323,-6646,-420
150.30424,-1,2098,37,1728,-24,-323,-6646,-420
150.30475,-1,2098,37,1727,-24,-323,-6645,-420
150.30525,0,2098,37,1728,-25,-323,-6646,-420
150.30576,0,2098,37,1728,-24,-323,-6646,-420
150.30624,0,2098,37,1728,-25,-323,-6646,-420
150.30675,0,2098,37,1728,-24,-323,-6646,-420
150.30725,0,2098,37,1728,-24,-323,-6646,-420
150.30775,-1,2098,37,1727,-24,-323,-6646,-420
150.30824,0,2099,37,1728,-24,-323,-6646,-420
150.30875,-1,2098,37,1728,-24,-324,-6646,-421
150.30925,-1,2099,37,1728,-24,-324,-6645,-422
150.30975,-1,2098,37,1728,-24,-324,-6645,-422
150.31026,-1,2098,37,1727,-25,-324,-6646,-421
150.31075,-1,2098,37,1728,-24,-323,-6646,-421
150.31125,-1,2098,37,1728,-24,-323,-6646,-420
150.31175,-1,2098,37,1728,-24,-324,-6646,-420
150.31226,-1,2098,37,1728,-25,-324,-6646,-420
