elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
637.638,44,-92,-316,186,-180,85,787,28
637.6385,45,-92,-316,186,-180,86,787,28
637.639,45,-92,-316,186,-180,86,787,28
637.6395,45,-93,-316,187,-180,86,787,28
637.64,45,-93,-316,187,-179,86,786,28
637.6405,45,-93,-316,186,-180,85,787,28
637.641,45,-94,-316,186,-180,85,787,28
637.6415,45,-94,-316,185,-179,86,787,28
637.642,46,-94,-315,186,-180,86,787,28
637.6425,45,-94,-315,185,-180,86,787,29
637.6431,45,-93,-315,185,-179,86,787,29
637.6436,44,-92,-316,185,-180,86,787,29
637.6441,43,-91,-316,187,-180,86,787,29
637.6446,44,-91,-316,186,-180,87,787,29
637.6451,44,-91,-316,187,-181,86,787,29
637.6456,45,-91,-316,186,-181,86,787,29
637.6461,45,-91,-316,187,-181,86,787,28
637.6466,45,-91,-316,188,-181,86,788,28
637.6471,45,-92,-316,188,-181,86,788,28
637.6476,44,-92,-317,189,-181,86,788,28
637.6481,45,-92,-317,188,-180,86,788,28
637.6486,44,-92,-317,188,-180,86,788,28
637.6491,44,-92,-317,188,-180,86,788,28
637.6496,43,-91,-317,188,-179,86,787,29
637.6501,42,-90,-317,186,-179,86,787,28
637.6506,42,-90,-316,185,-179,86,787,29
637.6511,43,-90,-316,185,-180,86,787,29
637.6516,43,-90,-316,185,-179,87,788,30
637.6521,45,-91,-316,187,-180,86,788,30
637.6526,45,-91,-317,187,-180,87,788,30
637.6531,45,-90,-317,187,-180,87,788,30
637.6536,44,-90,-317,187,-179,86,788,30
637.6541,44,-90,-316,187,-179,86,788,29
637.6546,44,-90,-316,187,-179,86,788,29
637.6551,45,-91,-316,188,-179,86,788,28
637.6556,44,-91,-316,188,-180,85,787,28
637.6561,44,-91,-315,187,-180,86,787,28
637.6566,45,-91,-315,186,-181,86,787,28
637.6571,45,-92,-314,185,-181,86,787,28
637.6576,45,-92,-314,186,-181,85,787,28
637.6581,45,-92,-315,186,-181,86,787,28
637.6586,45,-91,-315,186,-182,86,787,28
637.6591,44,-91,-316,187,-182,87,788,29
637.6596,45,-91,-316,187,-181,87,788,29
637.6601,44,-92,-316,187,-181,86,788,29
637.6606,44,-91,-316,187,-181,86,787,29
637.6611,44,-92,-316,187,-180,87,788,29
637.6616,44,-91,-316,187,-181,86,788,29
637.6621,43,-91,-316,187,-180,86,788,29
637.6626,43,-91,-316,187,-180,87,788,29
637.6631,43,-91,-315,186,-180,86,787,30
637.6636,44,-91,-315,186,-180,86,787,29
637.6641,43,-91,-316,186,-180,86,786,29
637.6646,43,-90,-315,186,-180,86,787,29
637.6651,44,-91,-315,186,-180,86,787,29
637.6656,45,-92,-315,187,-180,86,786,29
637.6661,45,-93,-315,187,-180,86,786,29
637.6666,45,-92,-315,187,-180,86,786,29
637.6671,45,-92,-316,187,-180,86,786,29
637.6676,45,-92,-315,187,-180,86,786,29
